,NumandName,market,product,Num,Name
498,2912　統一超,上市,貿易百貨業,2912,統一超
499,2913　農林,上市,貿易百貨業,2913,農林
500,2915　潤泰全,上市,貿易百貨業,2915,潤泰全
501,2923　鼎固-KY,上市,建材營造業,2923,鼎固-KY
502,2929　淘帝-KY,上市,貿易百貨業,2929,淘帝-KY
503,2939　凱羿-KY,上市,貿易百貨業,2939,凱羿-KY
504,2945　三商家購,上市,貿易百貨業,2945,三商家購
505,3002　歐格,上市,電腦及週邊設備業,3002,歐格
506,3003　健和興,上市,電子零組件業,3003,健和興
507,3004　豐達科,上市,鋼鐵工業,3004,豐達科
508,3005　神基,上市,電腦及週邊設備業,3005,神基
509,3006　晶豪科,上市,半導體業,3006,晶豪科
510,3008　大立光,上市,光電業,3008,大立光
511,3010　華立,上市,電子通路業,3010,華立
512,3011　今皓,上市,電子零組件業,3011,今皓
513,3013　晟銘電,上市,電腦及週邊設備業,3013,晟銘電
514,3014　聯陽,上市,半導體業,3014,聯陽
515,3015　全漢,上市,電子零組件業,3015,全漢
516,3016　嘉晶,上市,半導體業,3016,嘉晶
517,3017　奇鋐,上市,電腦及週邊設備業,3017,奇鋐
518,3018　隆銘綠能,上市,其他電子業,3018,隆銘綠能
519,3019　亞光,上市,光電業,3019,亞光
520,3021　鴻名,上市,電子零組件業,3021,鴻名
521,3022　威強電,上市,電腦及週邊設備業,3022,威強電
522,3023　信邦,上市,電子零組件業,3023,信邦
523,3024　憶聲,上市,光電業,3024,憶聲
524,3025　星通,上市,通信網路業,3025,星通
525,3026　禾伸堂,上市,電子零組件業,3026,禾伸堂
526,3027　盛達,上市,通信網路業,3027,盛達
527,3028　增你強,上市,電子通路業,3028,增你強
528,3029　零壹,上市,資訊服務業,3029,零壹
529,3030　德律,上市,其他電子業,3030,德律
530,3031　佰鴻,上市,光電業,3031,佰鴻
531,3032　偉訓,上市,電子零組件業,3032,偉訓
532,3033　威健,上市,電子通路業,3033,威健
533,3034　聯詠,上市,半導體業,3034,聯詠
534,3035　智原,上市,半導體業,3035,智原
535,3036　文曄,上市,電子通路業,3036,文曄
536,3037　欣興,上市,電子零組件業,3037,欣興
537,3038　全台,上市,光電業,3038,全台
538,3040　遠見,上市,其他業,3040,遠見
539,3041　揚智,上市,半導體業,3041,揚智
540,3042　晶技,上市,電子零組件業,3042,晶技
541,3043　科風,上市,其他電子業,3043,科風
542,3044　健鼎,上市,電子零組件業,3044,健鼎
543,3045　台灣大,上市,通信網路業,3045,台灣大
544,3046　建碁,上市,電腦及週邊設備業,3046,建碁
545,3047　訊舟,上市,通信網路業,3047,訊舟
546,3048　益登,上市,電子通路業,3048,益登
547,3049　和鑫,上市,光電業,3049,和鑫
548,3050　鈺德,上市,光電業,3050,鈺德
549,3051　力特,上市,光電業,3051,力特
550,3052　夆典,上市,建材營造業,3052,夆典
551,3054　立萬利,上市,半導體業,3054,立萬利
552,3055　蔚華科,上市,電子通路業,3055,蔚華科
553,3056　總太,上市,建材營造業,3056,總太
554,3057　喬鼎,上市,電腦及週邊設備業,3057,喬鼎
555,3058　立德,上市,電子零組件業,3058,立德
556,3059　華晶科,上市,光電業,3059,華晶科
557,3060　銘異,上市,電腦及週邊設備業,3060,銘異
558,3062　建漢,上市,通信網路業,3062,建漢
559,3090　日電貿,上市,電子零組件業,3090,日電貿
560,3092　鴻碩,上市,電子零組件業,3092,鴻碩
561,3094　聯傑,上市,半導體業,3094,聯傑
562,3130　一零四,上市,資訊服務業,3130,一零四
563,3138　耀登,上市,通信網路業,3138,耀登
564,3149　正達,上市,光電業,3149,正達
565,3164　景岳,上市,生技醫療業,3164,景岳
566,3167　大量,上市,電機機械,3167,大量
567,3189　景碩,上市,半導體業,3189,景碩
568,3209　全科,上市,電子通路業,3209,全科
569,3229　晟鈦,上市,電子零組件業,3229,晟鈦
570,3231　緯創,上市,電腦及週邊設備業,3231,緯創
571,3257　虹冠電,上市,半導體業,3257,虹冠電
572,3266　昇陽,上市,建材營造業,3266,昇陽
573,3296　勝德,上市,電子零組件業,3296,勝德
574,3305　昇貿,上市,其他電子業,3305,昇貿
575,3308　聯德,上市,電子零組件業,3308,聯德
576,3311　閎暉,上市,通信網路業,3311,閎暉
577,3312　弘憶股,上市,電子通路業,3312,弘憶股
578,3321　同泰,上市,電子零組件業,3321,同泰
579,3338　泰碩,上市,電子零組件業,3338,泰碩
580,3346　麗清,上市,汽車工業,3346,麗清
581,3356　奇偶,上市,光電業,3356,奇偶
582,3376　新日興,上市,電子零組件業,3376,新日興
583,3380　明泰,上市,通信網路業,3380,明泰
584,3406　玉晶光,上市,光電業,3406,玉晶光
585,3413　京鼎,上市,半導體業,3413,京鼎
586,3416　融程電,上市,電腦及週邊設備業,3416,融程電
587,3419　譁裕,上市,通信網路業,3419,譁裕
588,3432　台端,上市,電子零組件業,3432,台端
589,3437　榮創,上市,光電業,3437,榮創
590,3443　創意,上市,半導體業,3443,創意
591,3447　展達,上市,通信網路業,3447,展達
592,3450　聯鈞,上市,半導體業,3450,聯鈞
593,3454　晶睿,上市,光電業,3454,晶睿
594,3481　群創,上市,光電業,3481,群創
595,3494　誠研,上市,電腦及週邊設備業,3494,誠研
596,3501　維熹,上市,電子零組件業,3501,維熹
597,3504　揚明光,上市,光電業,3504,揚明光
598,3515　華擎,上市,電腦及週邊設備業,3515,華擎
599,3518　柏騰,上市,其他電子業,3518,柏騰
600,3528　安馳,上市,電子通路業,3528,安馳
601,3530　晶相光,上市,半導體業,3530,晶相光
602,3532　台勝科,上市,半導體業,3532,台勝科
603,3533　嘉澤,上市,電子零組件業,3533,嘉澤
604,3535　晶彩科,上市,光電業,3535,晶彩科
605,3536　誠創,上市,半導體業,3536,誠創
606,3543　州巧,上市,光電業,3543,州巧
607,3545　敦泰,上市,半導體業,3545,敦泰
608,3550　聯穎,上市,電子零組件業,3550,聯穎
609,3557　嘉威,上市,其他業,3557,嘉威
610,3563　牧德,上市,光電業,3563,牧德
611,3576　聯合再生,上市,光電業,3576,聯合再生
612,3583　辛耘,上市,半導體業,3583,辛耘
613,3588　通嘉,上市,半導體業,3588,通嘉
614,3591　艾笛森,上市,光電業,3591,艾笛森
615,3592　瑞鼎,上市,半導體業,3592,瑞鼎
616,3593　力銘,上市,電子零組件業,3593,力銘
617,3596　智易,上市,通信網路業,3596,智易
618,3605　宏致,上市,電子零組件業,3605,宏致
619,3607　谷崧,上市,電子零組件業,3607,谷崧
620,3617　碩天,上市,其他電子業,3617,碩天
621,3622　洋華,上市,光電業,3622,洋華
622,3645　達邁,上市,電子零組件業,3645,達邁
623,3652　精聯,上市,電腦及週邊設備業,3652,精聯
624,3653　健策,上市,電子零組件業,3653,健策
625,3661　世芯-KY,上市,半導體業,3661,世芯-KY
626,3665　貿聯-KY,上市,其他電子業,3665,貿聯-KY
627,3669　圓展,上市,通信網路業,3669,圓展
628,3673　TPK-KY,上市,光電業,3673,TPK-KY
629,3679　新至陞,上市,電子零組件業,3679,新至陞
630,3682　亞太電,上市,通信網路業,3682,亞太電
631,3686　達能,上市,半導體業,3686,達能
632,3694　海華,上市,通信網路業,3694,海華
633,3701　大眾控,上市,電腦及週邊設備業,3701,大眾控
634,3702　大聯大,上市,電子通路業,3702,大聯大
635,3703　欣陸,上市,建材營造業,3703,欣陸
636,3704　合勤控,上市,通信網路業,3704,合勤控
637,3705　永信,上市,生技醫療業,3705,永信
638,3706　神達,上市,電腦及週邊設備業,3706,神達
639,3708　上緯投控,上市,化學工業,3708,上緯投控
640,3711　日月光投控,上市,半導體業,3711,日月光投控
641,3712　永崴投控,上市,電腦及週邊設備業,3712,永崴投控
642,3714　富采,上市,光電業,3714,富采
643,3715　定穎投控,上市,電子零組件業,3715,定穎投控
644,4104　佳醫,上市,生技醫療業,4104,佳醫
645,4106　雃博,上市,生技醫療業,4106,雃博
646,4108　懷特,上市,生技醫療業,4108,懷特
647,4119　旭富,上市,生技醫療業,4119,旭富
648,4133　亞諾法,上市,生技醫療業,4133,亞諾法
649,4137　麗豐-KY,上市,生技醫療業,4137,麗豐-KY
650,4142　國光生,上市,生技醫療業,4142,國光生
651,4148      　全宇生技-KY,上市,生技醫療業,4148      ,全宇生技-KY
652,4155　訊映,上市,生技醫療業,4155,訊映
653,4164　承業醫,上市,生技醫療業,4164,承業醫
654,4190　佐登-KY,上市,生技醫療業,4190,佐登-KY
655,4306　炎洲,上市,塑膠工業,4306,炎洲
656,4414　如興,上市,紡織纖維,4414,如興
657,4426　利勤,上市,紡織纖維,4426,利勤
658,4438　廣越,上市,紡織纖維,4438,廣越
659,4439　冠星-KY,上市,紡織纖維,4439,冠星-KY
660,4440　宜新實業,上市,紡織纖維,4440,宜新實業
661,4526　東台,上市,電機機械,4526,東台
662,4532　瑞智,上市,電機機械,4532,瑞智
663,4536　拓凱,上市,其他業,4536,拓凱
664,4540　全球傳動,上市,電機機械,4540,全球傳動
665,4545　銘鈺,上市,電子零組件業,4545,銘鈺
666,4551　智伸科,上市,汽車工業,4551,智伸科
667,4552　力達-KY,上市,電機機械,4552,力達-KY
668,4555　氣立,上市,電機機械,4555,氣立
669,4557　永新-KY,上市,汽車工業,4557,永新-KY
670,4560　強信-KY,上市,電機機械,4560,強信-KY
671,4562　穎漢,上市,電機機械,4562,穎漢
672,4564　元翎,上市,電機機械,4564,元翎
673,4566　時碩工業,上市,電機機械,4566,時碩工業
674,4571　鈞興-KY,上市,電機機械,4571,鈞興-KY
675,4572　駐龍,上市,電機機械,4572,駐龍
676,4576　大銀微系統,上市,電機機械,4576,大銀微系統
677,4581　光隆精密-KY,上市,汽車工業,4581,光隆精密-KY
678,4583　台灣精銳,上市,電機機械,4583,台灣精銳
679,4720　德淵,上市,化學工業,4720,德淵
680,4722　國精化,上市,化學工業,4722,國精化
681,4737　華廣,上市,生技醫療業,4737,華廣
682,4739　康普,上市,化學工業,4739,康普
683,4746　台耀,上市,生技醫療業,4746,台耀
684,4755　三福化,上市,化學工業,4755,三福化
685,4763　材料-KY,上市,化學工業,4763,材料-KY
686,4764　雙鍵,上市,化學工業,4764,雙鍵
687,4766　南寶,上市,化學工業,4766,南寶
688,4770　上品,上市,化學工業,4770,上品
689,4807　日成-KY,上市,貿易百貨業,4807,日成-KY
690,4904　遠傳,上市,通信網路業,4904,遠傳
691,4906　正文,上市,通信網路業,4906,正文
692,4912　聯德控股-KY,上市,電子零組件業,4912,聯德控股-KY
693,4915　致伸,上市,電子零組件業,4915,致伸
694,4916　事欣科,上市,電腦及週邊設備業,4916,事欣科
695,4919　新唐,上市,半導體業,4919,新唐
696,4927　泰鼎-KY,上市,電子零組件業,4927,泰鼎-KY
697,4930　燦星網,上市,電器電纜,4930,燦星網
698,4934　太極,上市,光電業,4934,太極
699,4935　茂林-KY,上市,光電業,4935,茂林-KY
700,4938　和碩,上市,電腦及週邊設備業,4938,和碩
701,4942　嘉彰,上市,光電業,4942,嘉彰
702,4943　康控-KY,上市,電子零組件業,4943,康控-KY
703,4952　凌通,上市,半導體業,4952,凌通
704,4956　光鋐,上市,光電業,4956,光鋐
705,4958　臻鼎-KY,上市,電子零組件業,4958,臻鼎-KY
706,4960　誠美材,上市,光電業,4960,誠美材
707,4961　天鈺,上市,半導體業,4961,天鈺
708,4967　十銓,上市,半導體業,4967,十銓
709,4968　立積,上市,半導體業,4968,立積
710,4976　佳凌,上市,光電業,4976,佳凌
711,4977　眾達-KY,上市,通信網路業,4977,眾達-KY
712,4989　榮科,上市,電子零組件業,4989,榮科
713,4994　傳奇,上市,資訊服務業,4994,傳奇
714,4999　鑫禾,上市,電子零組件業,4999,鑫禾
715,5007　三星,上市,鋼鐵工業,5007,三星
716,5203　訊連,上市,資訊服務業,5203,訊連
717,5215　科嘉-KY,上市,電腦及週邊設備業,5215,科嘉-KY
718,5222　全訊,上市,半導體業,5222,全訊
719,5225　東科-KY,上市,其他電子業,5225,東科-KY
720,5234　達興材料,上市,光電業,5234,達興材料
721,5243　乙盛-KY,上市,光電業,5243,乙盛-KY
722,5244　弘凱,上市,光電業,5244,弘凱
723,5258　虹堡,上市,電腦及週邊設備業,5258,虹堡
724,5269　祥碩,上市,半導體業,5269,祥碩
725,5283　禾聯碩,上市,電器電纜,5283,禾聯碩
726,5284　jpp-KY,上市,其他業,5284,jpp-KY
727,5285　界霖,上市,半導體業,5285,界霖
728,5288　豐祥-KY,上市,電機機械,5288,豐祥-KY
729,5306　桂盟,上市,其他業,5306,桂盟
730,5388　中磊,上市,通信網路業,5388,中磊
731,5434　崇越,上市,電子通路業,5434,崇越
732,5469　瀚宇博,上市,電子零組件業,5469,瀚宇博
733,5471　松翰,上市,半導體業,5471,松翰
734,5484　慧友,上市,光電業,5484,慧友
735,5515　建國,上市,建材營造業,5515,建國
736,5519　隆大,上市,建材營造業,5519,隆大
737,5521　工信,上市,建材營造業,5521,工信
738,5522　遠雄,上市,建材營造業,5522,遠雄
739,5525　順天,上市,建材營造業,5525,順天
740,5531　鄉林,上市,建材營造業,5531,鄉林
741,5533　皇鼎,上市,建材營造業,5533,皇鼎
742,5534　長虹,上市,建材營造業,5534,長虹
743,5538　東明-KY,上市,鋼鐵工業,5538,東明-KY
744,5546　永固-KY,上市,建材營造業,5546,永固-KY
745,5607　遠雄港,上市,航運業,5607,遠雄港
746,5608　四維航,上市,航運業,5608,四維航
747,5706　鳳凰,上市,觀光事業,5706,鳳凰
748,5871　中租-KY,上市,其他業,5871,中租-KY
749,5876　上海商銀,上市,金融保險業,5876,上海商銀
750,5880　合庫金,上市,金融保險業,5880,合庫金
751,5906　台南-KY,上市,貿易百貨業,5906,台南-KY
752,5907　大洋-KY,上市,貿易百貨業,5907,大洋-KY
753,6005　群益證,上市,金融保險業,6005,群益證
754,6024　群益期,上市,金融保險業,6024,群益期
755,6108　競國,上市,電子零組件業,6108,競國
756,6112　邁達特,上市,資訊服務業,6112,邁達特
757,6115　鎰勝,上市,電子零組件業,6115,鎰勝
758,6116　彩晶,上市,光電業,6116,彩晶
759,6117　迎廣,上市,電腦及週邊設備業,6117,迎廣
760,6120　達運,上市,光電業,6120,達運
761,6128　上福,上市,電腦及週邊設備業,6128,上福
762,6133　金橋,上市,電子零組件業,6133,金橋
763,6136　富爾特,上市,通信網路業,6136,富爾特
764,6139　亞翔,上市,其他電子業,6139,亞翔
765,6141　柏承,上市,電子零組件業,6141,柏承
766,6142　友勁,上市,通信網路業,6142,友勁
767,6152　百一,上市,通信網路業,6152,百一
768,6153　嘉聯益,上市,電子零組件業,6153,嘉聯益
769,6155　鈞寶,上市,電子零組件業,6155,鈞寶
770,6164　華興,上市,光電業,6164,華興
771,6165　浪凡,上市,其他業,6165,浪凡
772,6166　凌華,上市,電腦及週邊設備業,6166,凌華
773,6168　宏齊,上市,光電業,6168,宏齊
774,6176　瑞儀,上市,光電業,6176,瑞儀
775,6177　達麗,上市,建材營造業,6177,達麗
776,6183　關貿,上市,資訊服務業,6183,關貿
777,6184　大豐電,上市,其他業,6184,大豐電
778,6189　豐藝,上市,電子通路業,6189,豐藝
779,6191　精成科,上市,電子零組件業,6191,精成科
780,6192　巨路,上市,其他電子業,6192,巨路
781,6196　帆宣,上市,其他電子業,6196,帆宣
782,6197　佳必琪,上市,電子零組件業,6197,佳必琪
783,6201　亞弘電,上市,其他電子業,6201,亞弘電
784,6202　盛群,上市,半導體業,6202,盛群
785,6205　詮欣,上市,電子零組件業,6205,詮欣
786,6206　飛捷,上市,電腦及週邊設備業,6206,飛捷
787,6209　今國光,上市,光電業,6209,今國光
788,6213　聯茂,上市,電子零組件業,6213,聯茂
789,6214　精誠,上市,資訊服務業,6214,精誠
790,6215　和椿,上市,其他電子業,6215,和椿
791,6216　居易,上市,通信網路業,6216,居易
792,6224　聚鼎,上市,電子零組件業,6224,聚鼎
793,6225　天瀚,上市,光電業,6225,天瀚
794,6226　光鼎,上市,光電業,6226,光鼎
795,6230　尼得科超眾,上市,電腦及週邊設備業,6230,尼得科超眾
796,6235　華孚,上市,電腦及週邊設備業,6235,華孚
797,6239　力成,上市,半導體業,6239,力成
798,6243　迅杰,上市,半導體業,6243,迅杰
799,6257　矽格,上市,半導體業,6257,矽格
800,6269　台郡,上市,電子零組件業,6269,台郡
801,6271　同欣電,上市,半導體業,6271,同欣電
802,6277　宏正,上市,電腦及週邊設備業,6277,宏正
803,6278　台表科,上市,光電業,6278,台表科
804,6281　全國電,上市,電子通路業,6281,全國電
805,6282　康舒,上市,電子零組件業,6282,康舒
806,6283　淳安,上市,其他電子業,6283,淳安
807,6285　啟碁,上市,通信網路業,6285,啟碁
808,6288　聯嘉,上市,汽車工業,6288,聯嘉
809,6405　悅城,上市,光電業,6405,悅城
810,6409　旭隼,上市,其他電子業,6409,旭隼
811,6412　群電,上市,電子零組件業,6412,群電
812,6414　樺漢,上市,電腦及週邊設備業,6414,樺漢
813,6415　矽力*-KY,上市,半導體業,6415,矽力*-KY
814,6416　瑞祺電通,上市,通信網路業,6416,瑞祺電通
815,6426　統新,上市,通信網路業,6426,統新
816,6431　光麗-KY,上市,生技醫療業,6431,光麗-KY
817,6438　迅得,上市,其他電子業,6438,迅得
818,6442　光聖,上市,通信網路業,6442,光聖
819,6443　元晶,上市,光電業,6443,元晶
820,6449　鈺邦,上市,電子零組件業,6449,鈺邦
821,6451　訊芯-KY,上市,半導體業,6451,訊芯-KY
822,6456　GIS-KY,上市,光電業,6456,GIS-KY
823,6464　台數科,上市,其他業,6464,台數科
824,6477　安集,上市,光電業,6477,安集
825,6491　晶碩,上市,生技醫療業,6491,晶碩
826,6504　南六,上市,其他業,6504,南六
827,6505　台塑化,上市,油電燃氣業,6505,台塑化
828,6515　穎崴,上市,半導體業,6515,穎崴
829,6525　捷敏-KY,上市,半導體業,6525,捷敏-KY
830,6531　愛普*,上市,半導體業,6531,愛普*
831,6533　晶心科,上市,半導體業,6533,晶心科
832,6541　泰福-KY,上市,生技醫療業,6541,泰福-KY
833,6550　北極星藥業-KY,上市,生技醫療業,6550,北極星藥業-KY
834,6552　易華電,上市,半導體業,6552,易華電
835,6558　興能高,上市,其他電子業,6558,興能高
836,6573　虹揚-KY,上市,半導體業,6573,虹揚-KY
837,6579　研揚,上市,電腦及週邊設備業,6579,研揚
838,6581　鋼聯,上市,其他業,6581,鋼聯
839,6582　申豐,上市,橡膠工業,6582,申豐
840,6585　鼎基,上市,其他業,6585,鼎基
841,6591　動力-KY,上市,電腦及週邊設備業,6591,動力-KY
842,6592　和潤企業,上市,其他業,6592,和潤企業
843,6598　ABC-KY,上市,生技醫療業,6598,ABC-KY
844,6605　帝寶,上市,汽車工業,6605,帝寶
845,6606　建德工業,上市,電機機械,6606,建德工業
846,6625　必應,上市,其他業,6625,必應
847,6641　基士德-KY,上市,其他業,6641,基士德-KY
848,6655　科定,上市,其他業,6655,科定
849,6666　羅麗芬-KY,上市,生技醫療業,6666,羅麗芬-KY
850,6668　中揚光,上市,光電業,6668,中揚光
851,6669　緯穎,上市,電腦及週邊設備業,6669,緯穎
852,6670　復盛應用,上市,其他業,6670,復盛應用
853,6671　三能-KY,上市,其他業,6671,三能-KY
854,6672　騰輝電子-KY,上市,電子零組件業,6672,騰輝電子-KY
855,6674　鋐寶科技,上市,通信網路業,6674,鋐寶科技
856,6689　伊雲谷,上市,其他電子業,6689,伊雲谷
857,6691　洋基工程,上市,其他電子業,6691,洋基工程
858,6695　芯鼎,上市,半導體業,6695,芯鼎
859,6698　旭暉應材,上市,其他電子業,6698,旭暉應材
860,6706　惠特,上市,光電業,6706,惠特
861,6715　嘉基,上市,電子零組件業,6715,嘉基
862,6719　力智,上市,半導體業,6719,力智
863,6743　安普新,上市,其他電子業,6743,安普新
864,6753　龍德造船,上市,航運業,6753,龍德造船
865,6754　匯僑設計,上市,其他業,6754,匯僑設計
866,6756　威鋒電子,上市,半導體業,6756,威鋒電子
867,6768　志強-KY,上市,其他業,6768,志強-KY
868,6770　力積電,上市,半導體業,6770,力積電
869,6776　展碁國際,上市,電子通路業,6776,展碁國際
870,6781　AES-KY,上市,電子零組件業,6781,AES-KY
871,6782　視陽,上市,生技醫療業,6782,視陽
872,6789　采鈺,上市,半導體業,6789,采鈺
873,6790　永豐實,上市,造紙工業,6790,永豐實
874,6792　詠業,上市,通信網路業,6792,詠業
875,6796　晉弘,上市,生技醫療業,6796,晉弘
876,6799　來頡,上市,半導體業,6799,來頡
877,6806　森崴能源,上市,其他業,6806,森崴能源
878,6807　峰源-KY,上市,其他業,6807,峰源-KY
879,6830　汎銓,上市,其他電子業,6830,汎銓
880,6834　天二科技,上市,電子零組件業,6834,天二科技
881,6835　圓裕,上市,電子零組件業,6835,圓裕
882,6861　睿生光電,上市,生技醫療業,6861,睿生光電
883,6863　永道-KY,上市,通信網路業,6863,永道-KY
884,8011　台通,上市,通信網路業,8011,台通
885,8016　矽創,上市,半導體業,8016,矽創
886,8021　尖點,上市,其他電子業,8021,尖點
887,8028　昇陽半導體,上市,半導體業,8028,昇陽半導體
888,8033　雷虎,上市,其他業,8033,雷虎
889,8039　台虹,上市,電子零組件業,8039,台虹
890,8046　南電,上市,電子零組件業,8046,南電
891,8070　長華*,上市,電子通路業,8070,長華*
892,8072　陞泰,上市,電子通路業,8072,陞泰
893,8081　致新,上市,半導體業,8081,致新
894,8101　華冠,上市,通信網路業,8101,華冠
895,8103　瀚荃,上市,電子零組件業,8103,瀚荃
896,8104　錸寶,上市,光電業,8104,錸寶
897,8105　凌巨,上市,光電業,8105,凌巨
898,8110　華東,上市,半導體業,8110,華東
899,8112　至上,上市,電子通路業,8112,至上
900,8114　振樺電,上市,電腦及週邊設備業,8114,振樺電
901,8131　福懋科,上市,半導體業,8131,福懋科
902,8150　南茂,上市,半導體業,8150,南茂
903,8163　達方,上市,電腦及週邊設備業,8163,達方
904,8201　無敵,上市,其他電子業,8201,無敵
905,8210　勤誠,上市,電腦及週邊設備業,8210,勤誠
906,8213　志超,上市,電子零組件業,8213,志超
907,8215　明基材,上市,光電業,8215,明基材
908,8222　寶一,上市,電機機械,8222,寶一
909,8249　菱光,上市,電子零組件業,8249,菱光
910,8261　富鼎,上市,半導體業,8261,富鼎
911,8271　宇瞻,上市,半導體業,8271,宇瞻
912,8341　日友,上市,其他業,8341,日友
913,8367　建新國際,上市,航運業,8367,建新國際
914,8374　羅昇,上市,電機機械,8374,羅昇
915,8404　百和興業-KY,上市,其他業,8404,百和興業-KY
916,8411　福貞-KY,上市,其他業,8411,福貞-KY
917,8422　可寧衛,上市,其他業,8422,可寧衛
918,8429　金麗-KY,上市,貿易百貨業,8429,金麗-KY
919,8438　昶昕,上市,其他業,8438,昶昕
920,8442　威宏-KY,上市,其他業,8442,威宏-KY
921,8443　阿瘦,上市,貿易百貨業,8443,阿瘦
922,8454　富邦媒,上市,貿易百貨業,8454,富邦媒
923,8462　柏文,上市,觀光事業,8462,柏文
924,8463　潤泰材,上市,其他業,8463,潤泰材
925,8464　億豐,上市,其他業,8464,億豐
926,8466　美吉吉-KY,上市,其他業,8466,美吉吉-KY
927,8467　波力-KY,上市,其他業,8467,波力-KY
928,8473　山林水,上市,其他業,8473,山林水
929,8478　東哥遊艇,上市,其他業,8478,東哥遊艇
930,8481　政伸,上市,其他業,8481,政伸
931,8482　商億-KY,上市,其他業,8482,商億-KY
932,8488　吉源-KY,上市,其他業,8488,吉源-KY
933,8499　鼎炫-KY,上市,其他電子業,8499,鼎炫-KY
934,8926　台汽電,上市,油電燃氣業,8926,台汽電
935,8940　新天地,上市,觀光事業,8940,新天地
936,8996　高力,上市,電機機械,8996,高力
937,9802　鈺齊-KY,上市,其他業,9802,鈺齊-KY
938,9902　台火,上市,其他業,9902,台火
939,9904　寶成,上市,其他業,9904,寶成
940,9905　大華,上市,其他業,9905,大華
941,9906　欣巴巴,上市,建材營造業,9906,欣巴巴
942,9907　統一實,上市,其他業,9907,統一實
943,9908　大台北,上市,油電燃氣業,9908,大台北
944,9910　豐泰,上市,其他業,9910,豐泰
945,9911　櫻花,上市,其他業,9911,櫻花
946,9912　偉聯,上市,電腦及週邊設備業,9912,偉聯
947,9914　美利達,上市,其他業,9914,美利達
948,9917　中保科,上市,其他業,9917,中保科
949,9918　欣天然,上市,油電燃氣業,9918,欣天然
950,9919　康那香,上市,其他業,9919,康那香
951,9921　巨大,上市,其他業,9921,巨大
952,9924　福興,上市,其他業,9924,福興
953,9925　新保,上市,其他業,9925,新保
954,9926　新海,上市,油電燃氣業,9926,新海
955,9927　泰銘,上市,其他業,9927,泰銘
956,9928　中視,上市,其他業,9928,中視
957,9929　秋雨,上市,其他業,9929,秋雨
958,9930　中聯資源,上市,其他業,9930,中聯資源
959,9931　欣高,上市,油電燃氣業,9931,欣高
960,9933　中鼎,上市,其他業,9933,中鼎
961,9934　成霖,上市,其他業,9934,成霖
962,9935　慶豐富,上市,其他業,9935,慶豐富
963,9937　全國,上市,油電燃氣業,9937,全國
964,9938　百和,上市,其他業,9938,百和
965,9939　宏全,上市,其他業,9939,宏全
966,9940　信義,上市,其他業,9940,信義
967,9941　裕融,上市,其他業,9941,裕融
968,9942　茂順,上市,其他業,9942,茂順
969,9943　好樂迪,上市,觀光事業,9943,好樂迪
970,9944　新麗,上市,其他業,9944,新麗
971,9945　潤泰新,上市,其他業,9945,潤泰新
972,9946　三發地產,上市,建材營造業,9946,三發地產
973,9955　佳龍,上市,其他業,9955,佳龍
974,9958　世紀鋼,上市,鋼鐵工業,9958,世紀鋼
